full_name,entity_type,practice_areas,office_address,city,phone,website,guide_code,guide_practice_label,rank_tier,rank_label_raw,rank_year,source_url,notes
ליפא ושות',firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"עמית וולף, משרד עורכי-דין",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"עמית, פולק, מטלון ושות'",firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עמר רייטר ז'אן שוכטוביץ ושות' AYR,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
קיריל שפר ושות' - חברת עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
רכס פטנטים,firm,קניין רוחני,,,,,G2,קניין רוחני,2,מובילים בולטים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
AOi - עבדי וקנין ושות' עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
GT גרינברג טראוריג,firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אביב לזר ושות'- משרד עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אורן קליין חסיד גל-ים, עורכי-דין",firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"אלעד צברי, משרד עורכי דין",firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ודים (לירן) קולצ'ינסקי, משרד עורכי דין",firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"לירן ינקוביץ משרד עו""ד ונוטריון",firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"מרדכי - חסקל, משרד עורכי דין",firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"פלד-הניג, משרד עו""ד ונוטריון",firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
קבילי ושות,firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
שוק & נחמן - משרד עורכי דין,firm,קניין רוחני,,,,,G2,קניין רוחני,3,מובילים (לפי סדר אלפביתי),2025,https://www.bdicode.com/bdilaw2025/32/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"CBA שרקון, בן עמי, אשר ושות'",firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אבי גולדהמר ושות',firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
אגמון עם טולצ'ינסקי,firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"בן ארי פיש, עורכי דין",firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
גולדפרב גרוס זליגמן,firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ד""ר גדעון פישר ושות'",firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הרצוג,firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
הררי טויסטר ושות',firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
"ויינברגר ברטנטל ושות' - חברת עו""ד",firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
נשיץ ברנדס אמיר ושות',firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
עורכי דין | מיתר,firm,רשויות מקומיות,,,,,G2,רשויות מקומיות,1,קבוצת עלית (לפי סדר אלפאביתי),2025,https://www.bdicode.com/bdilaw2025/35/,"TODO-VERIFY address, city, phone and website against the guide profile or the entity's official contact page, TODO-VERIFY BDI digital-book text-layer transcription against the rendered page"
