query,clicks_12m,impressions_12m,ctr_12m,position_12m,ranking_page_count,top_page,top_page_clicks,competing_pages,cannibalization_flag,branded_flag,money_keyword_flag
פורום דיני מקרקעין,0,147,0.00%,52.3,4,https://jus-tice.co.il/,0,https://jus-tice.co.il/international-litigation/ | https://jus-tice.co.il/online-family-law-services/ | https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום דיני משפחה,0,63,0.00%,50.1,2,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D/,0,https://jus-tice.co.il/family-law/,TRUE,FALSE,FALSE
פורום דיני משפחה וגירושין,0,78,0.00%,46.7,4,https://jus-tice.co.il/%D7%AA%D7%97%D7%95%D7%9E%D7%99-%D7%94%D7%AA%D7%9E%D7%97%D7%95%D7%AA/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94-2022/,0,https://jus-tice.co.il/family-law/ | https://jus-tice.co.il/online-family-law-services/ | https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום דיני נזיקין,0,55,0.00%,64.8,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום דיני עבודה,0,41,0.00%,56.7,1,https://jus-tice.co.il/israeli-labor-law/,0,,FALSE,FALSE,FALSE
פורום דיני עבודה לשכת עורכי הדין,0,19,0.00%,48.8,3,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/ | https://jus-tice.co.il/american-bar-association/,TRUE,FALSE,FALSE
פורום דיני תעבורה,0,2,0.00%,71.0,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%AA%D7%A2%D7%91%D7%95%D7%A8%D7%94/,TRUE,FALSE,FALSE
פורום הלוואות למוגבלים,0,3,0.00%,60.0,1,https://jus-tice.co.il/legal_defense_fund/,0,,FALSE,FALSE,FALSE
פורום המכון הרפואי לבטיחות בדרכים,0,83,0.00%,53.1,2,https://jus-tice.co.il/medical-institute-for-road-safety/,0,https://jus-tice.co.il/standards-of-medical-fitness-to-drive/,TRUE,FALSE,FALSE
פורום הסכם ממון,0,13,0.00%,42.0,2,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום העצמת נשים ומניעת אלימות במשפחה,0,5,0.00%,93.2,1,https://jus-tice.co.il/articles/%D7%90%D7%9C%D7%99%D7%9E%D7%95%D7%AA-%D7%9B%D7%9C%D7%A4%D7%99-%D7%A0%D7%A9%D7%99%D7%9D-%D7%94%D7%96%D7%9B%D7%95%D7%AA-%D7%A9%D7%9C-%D7%94%D7%90%D7%99%D7%A9%D7%94-%D7%A9%D7%94%D7%90%D7%99/,0,,FALSE,FALSE,FALSE
פורום השקעות נדלן בחול,0,1,0.00%,52.0,1,https://jus-tice.co.il/apartment/,0,,FALSE,FALSE,FALSE
פורום חוות דעת רפואית שנייה,0,2,0.00%,87.5,1,https://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,0,,FALSE,FALSE,FALSE
פורום חוק ומשפט,0,2,0.00%,82.5,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99/,0,,FALSE,FALSE,FALSE
פורום ייעוץ משפטי,0,293,0.00%,46.3,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,TRUE,FALSE,FALSE
פורום יעוץ משפטי,0,311,0.00%,49.7,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,TRUE,FALSE,FALSE
פורום יעוץ משפטי חינם,0,87,0.00%,40.3,4,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/ | https://jus-tice.co.il/online-family-law-services/ | https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום כוויות ופצעים,0,2,0.00%,28.0,1,https://jus-tice.co.il/%D7%94%D7%A7%D7%98%D7%A0%D7%AA-%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,0,,FALSE,FALSE,FALSE
"פורום כירורגיית ילדים בי""ח בני ציון",0,1,0.00%,67.0,1,https://jus-tice.co.il/%D7%94%D7%A7%D7%98%D7%A0%D7%AA-%D7%94%D7%95%D7%A6%D7%90%D7%95%D7%AA-%D7%AA%D7%91%D7%99%D7%A2%D7%95%D7%AA-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA/,0,,FALSE,FALSE,FALSE
פורום לא נאות,0,3,0.00%,17.7,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום למתגרשים,0,85,0.00%,30.7,3,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,0,https://jus-tice.co.il/leading-divorce-lawyers-worldwide/ | https://jus-tice.co.il/online-family-law-services/,TRUE,FALSE,FALSE
פורום לשון הרע,0,1,0.00%,45.0,1,https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%91%D7%A7%D7%91%D7%95%D7%A6%D7%AA/,0,,FALSE,FALSE,FALSE
פורום לשון הרע - דיבה,0,27,0.00%,44.2,1,https://jus-tice.co.il/articles/%D7%A4%D7%A1%D7%93-%D7%91%D7%AA%D7%91%D7%99%D7%A2%D7%94-%D7%9C%D7%A9%D7%95%D7%9F-%D7%94%D7%A8%D7%A2-%D7%91%D7%92%D7%99%D7%9F-%D7%A4%D7%A8%D7%A1%D7%95%D7%9D-%D7%91%D7%A7%D7%91%D7%95%D7%A6%D7%AA/,0,,FALSE,FALSE,FALSE
פורום לשכת עורכי הדין,0,6,0.00%,80.8,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/american-bar-association/,TRUE,FALSE,FALSE
פורום מין ומיניות לבני 50+,0,32,0.00%,33.7,1,https://jus-tice.co.il/%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A4%D7%95%D7%A8%D7%A0%D7%95%D7%92%D7%A8%D7%A4%D7%99%D7%99%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D/,0,,FALSE,FALSE,FALSE
פורום מקרקעין,0,138,0.00%,62.5,3,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/ | https://jus-tice.co.il/real-estate-lawyer-guide/,TRUE,FALSE,FALSE
פורום מקרקעין נדלן,0,28,0.00%,60.9,3,https://jus-tice.co.il/israeli-lawyer-explains-real-estate/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/ | https://jus-tice.co.il/real-estate-lawyer-guide/,TRUE,FALSE,FALSE
פורום משפט,0,2,0.00%,67.5,1,https://jus-tice.co.il/,0,,FALSE,FALSE,FALSE
פורום משפט ורשלנות רפואית,0,30,0.00%,48.0,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,,FALSE,FALSE,FALSE
פורום משפט פלילי,0,103,0.00%,56.3,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/criminal-law/,TRUE,FALSE,FALSE
פורום משפטי,0,165,0.00%,41.9,1,https://jus-tice.co.il/,0,,FALSE,FALSE,FALSE
פורום משפטי דיני עבודה,0,32,0.00%,48.4,3,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%9B%D7%99%D7%A6%D7%93-%D7%9C%D7%9E%D7%A6%D7%95%D7%90-%D7%A2%D7%96%D7%A8%D7%94-%D7%9E%D7%A9%D7%A4%D7%98%D7%99%D7%AA-%D7%9B%D7%90%D7%A9%D7%A8-%D7%90%D7%99%D7%A0%D7%9A-%D7%99%D7%9B%D7%95%D7%9C-%D7%9C%D7%94%D7%A8%D7%A9%D7%95%D7%AA-%D7%9C%D7%A2%D7%A6%D7%9E%D7%9A-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/ | https://jus-tice.co.il/labor-lawyer/,TRUE,FALSE,FALSE
פורום משפטים,0,2,0.00%,77.5,1,https://jus-tice.co.il/,0,,FALSE,FALSE,FALSE
פורום נאות,0,8,0.00%,9.8,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
"פורום נדל""ן ביוון",0,112,0.00%,22.3,2,https://jus-tice.co.il/buying-property-in-greece/,0,https://jus-tice.co.il/investing-in-greece-real-estate/,TRUE,FALSE,FALSE
פורום נדלן ביוון,0,125,0.00%,18.9,2,https://jus-tice.co.il/buying-property-in-greece/,0,https://jus-tice.co.il/investing-in-greece-real-estate/,TRUE,FALSE,FALSE
פורום נדלן ודיני מקרקעין,0,12,0.00%,50.6,2,https://jus-tice.co.il/israeli-lawyer-explains-real-estate/,0,https://jus-tice.co.il/real-estate-attorney/,TRUE,FALSE,FALSE
פורום נהיגה בשכרות,0,7,0.00%,76.1,1,https://jus-tice.co.il/driving-under-the-influence/,0,,FALSE,FALSE,FALSE
פורום נפגעי תאונות דרכים תמיכה וייעוץ,0,7,0.00%,45.7,1,https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%92%D7%91%D7%95%D7%94%D7%94-%D7%AA%D7%90%D7%95%D7%A0%D7%AA-%D7%93%D7%A8%D7%9B%D7%99%D7%9D-%D7%97%D7%91%D7%A8%D7%AA-%D7%91%D7%99%D7%98%D7%95%D7%97/,0,,FALSE,FALSE,FALSE
"פורום עו""ד",0,38,0.00%,80.1,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
"פורום עו""ד לענייני משפחה",0,12,0.00%,60.3,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,FALSE
פורום עורך דין לענייני משפחה,0,12,0.00%,56.1,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,TRUE
פורום עורך דין משפחה,0,19,0.00%,50.7,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,TRUE
פורום עורכי דין,0,220,0.00%,71.6,1,https://jus-tice.co.il/,0,,FALSE,FALSE,TRUE
פורום עורכי דין דיני עבודה,0,6,0.00%,63.0,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/labor-lawyer/,TRUE,FALSE,TRUE
פורום עורכי דין לענייני משפחה,0,101,0.00%,61.5,4,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%A7%D7%98%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%AA-%D7%9E%D7%90%D7%9E%D7%A8%D7%99%D7%9D/%D7%93%D7%99%D7%A0%D7%99-%D7%9E%D7%A9%D7%A4%D7%97%D7%94/%D7%A4%D7%A1%D7%A7%D7%99-%D7%93%D7%99%D7%9F-%D7%97%D7%A9%D7%95%D7%91%D7%99%D7%9D/ | https://jus-tice.co.il/online-family-law-services/ | https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,TRUE
פורום עורכי דין מקרקעין,0,1,0.00%,53.0,1,https://jus-tice.co.il/,0,,FALSE,FALSE,TRUE
פורום עורכי דין משפחה,0,34,0.00%,52.9,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,TRUE,FALSE,TRUE
פורום עורכי דין פלילי,0,109,0.00%,51.5,5,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%9E%D7%A4%D7%95%D7%A8%D7%A1%D7%9E%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%94%D7%92%D7%A0%D7%94-%D7%A4%D7%9C%D7%99%D7%9C/ | https://jus-tice.co.il/best-criminal-defence-lawyers-worldwide/ | https://jus-tice.co.il/famous-criminal-defense-lawyer/,TRUE,FALSE,TRUE
פורום עורכי דין צעירים,0,60,0.00%,41.7,2,https://jus-tice.co.il/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%9E%D7%A9%D7%A4%D7%98-%D7%91%D7%99%D7%A0%D7%9C%D7%90%D7%95%D7%9E%D7%99/,TRUE,FALSE,TRUE
פורום עורכי דין תעבורה,0,33,0.00%,49.3,1,https://jus-tice.co.il/,0,,FALSE,FALSE,TRUE
פורום פורקס,0,63,0.00%,27.0,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%95%D7%A8%D7%A7%D7%A1-forex/,0,,FALSE,FALSE,FALSE
פורום צוואות,0,2,0.00%,55.0,1,https://jus-tice.co.il/psakdin/%D7%94%D7%AA%D7%A0%D7%92%D7%93%D7%95%D7%AA-%D7%9C%D7%A6%D7%95%D7%95%D7%90%D7%94-%D7%91%D7%A9%D7%9C-%D7%94%D7%A9%D7%A4%D7%A2%D7%94-%D7%91%D7%9C%D7%AA%D7%99-%D7%94%D7%95%D7%92%D7%A0%D7%AA/,0,,FALSE,FALSE,FALSE
פורום קבלת אזרחות רומנית,0,2,0.00%,30.5,1,https://jus-tice.co.il/how-to-run-a-successful-law-firm/,0,,FALSE,FALSE,FALSE
פורום רופאים מומחים,0,32,0.00%,81.8,1,https://jus-tice.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%9E%D7%95%D7%9E%D7%97%D7%99%D7%9D-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%99%D7%9D-%D7%9C%D7%91%D7%99%D7%AA-%D7%9E%D7%A9%D7%A4%D7%98-%D7%9E%D7%AA%D7%A2%D7%93%D7%9B%D7%9F/,0,,FALSE,FALSE,FALSE
פורום רילוקיישן לאירלנד,0,116,0.00%,25.3,3,https://jus-tice.co.il/%D7%99%D7%A6%D7%97%D7%A7-%D7%A4%D7%95%D7%92%D7%A8%D7%A9%D7%99%D7%99-%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%90%D7%99%D7%A0%D7%98%D7%9C-%D7%A8%D7%99%D7%9C%D7%95%D7%A7%D7%99%D7%99%D7%A9%D7%9F/,0,https://jus-tice.co.il/portugal-relocation/ | https://jus-tice.co.il/uk-lawyer/,TRUE,FALSE,FALSE
פורום רילוקיישן לאנגליה,0,96,0.00%,36.3,4,https://jus-tice.co.il/portugal-relocation/,0,https://jus-tice.co.il/portugal/ | https://jus-tice.co.il/top-global-tax-cpa-firms/ | https://jus-tice.co.il/uk-lawyer/,TRUE,FALSE,FALSE
פורום רילוקיישן ללונדון,0,56,0.00%,44.2,5,https://jus-tice.co.il/international-contract-lawyer/,0,https://jus-tice.co.il/portugal/ | https://jus-tice.co.il/startup-company/ | https://jus-tice.co.il/top-global-tax-cpa-firms/,TRUE,FALSE,FALSE
פורום שפת אם תקשורת דואלית עם תינוקות,0,2,0.00%,54.5,2,https://jus-tice.co.il/fbi-cyber-division/,0,https://jus-tice.co.il/portugal-relocation/,TRUE,FALSE,FALSE
פורום תביעות,0,4,0.00%,69.8,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום תביעות ביטוח,0,24,0.00%,52.5,1,https://jus-tice.co.il/psakdin/%D7%94%D7%9C%D7%99%D7%9B%D7%99-%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F-%D7%9E%D7%91%D7%97%D7%9F-%D7%94%D7%96%D7%99%D7%A7%D7%95%D7%AA-%D7%98%D7%A2%D7%A0%D7%94-%D7%9B%D7%99-%D7%91%D7%99%D7%9E/,0,,FALSE,FALSE,FALSE
פורום תעבורה,0,5,0.00%,62.0,1,https://jus-tice.co.il/psakdin/%D7%AA%D7%99%D7%A7%D7%95%D7%9F-101-%D7%9C%D7%A4%D7%A7%D7%95%D7%93%D7%AA-%D7%94%D7%AA%D7%A2%D7%91%D7%95%D7%A8%D7%94-%D7%A1%D7%99%D7%9B%D7%95%D7%9F-%D7%97%D7%99%D7%99-%D7%90%D7%93%D7%9D-%D7%94%D7%A4/,0,,FALSE,FALSE,FALSE
פורומים משפטיים,0,51,0.00%,39.2,1,https://jus-tice.co.il/,0,,FALSE,FALSE,FALSE
פורט נדלן,0,1,0.00%,53.0,1,https://jus-tice.co.il/porto-portugal-real-estate/,0,,FALSE,FALSE,FALSE
פורטגול,0,4,0.00%,63.3,2,https://jus-tice.co.il/portugal-economy/,0,https://jus-tice.co.il/portugal/,TRUE,FALSE,FALSE
פורטגל,0,25,0.00%,55.2,2,https://jus-tice.co.il/portugal-economy/,0,https://jus-tice.co.il/portugal/,TRUE,FALSE,FALSE
פורטה מניות ישראל,0,1,0.00%,49.0,1,https://jus-tice.co.il/%D7%A4%D7%A1%D7%A7-%D7%93%D7%99%D7%9F-%D7%91%D7%A0%D7%95%D7%A9%D7%90-%D7%94%D7%A8%D7%9E%D7%AA-%D7%9E%D7%A1%D7%9A-%D7%A1%D7%A2%D7%A9-12385-08-16/,0,,FALSE,FALSE,FALSE
פורטו לזוגות,0,1,0.00%,55.0,1,https://jus-tice.co.il/porto-portugal-real-estate/,0,,FALSE,FALSE,FALSE
פורטו נובו,0,1,0.00%,88.0,1,https://jus-tice.co.il/porto-portugal-real-estate/,0,,FALSE,FALSE,FALSE
פורטו פורטוגל,0,15,0.00%,32.2,1,https://jus-tice.co.il/porto-portugal-real-estate/,0,,FALSE,FALSE,FALSE
פורטו פורטוגל המלצות,0,5,0.00%,87.4,1,https://jus-tice.co.il/porto-portugal-real-estate/,0,,FALSE,FALSE,FALSE
