query,total_clicks,total_impressions,avg_position,page_count,best_page,best_page_clicks,best_page_impressions,second_page,second_page_clicks,third_page,risk_level
תהליך רכישת נכס בקפריסין,0,80,48.2,3,https://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/,0,11,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,https://jus-tice.co.il/buy-real-estate-cyprus/,LOW
dhruahi,0,79,50.6,3,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,0,4,https://jus-tice.co.il/divorce-everything-you-need-to-know/,0,https://jus-tice.co.il/review-of-divorce-by-divorce-lawyer-israel/,LOW
איפה כדאי להשקיע בדירה,0,79,66.0,3,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,29,https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,0,https://jus-tice.co.il/low-value-invest-abroad/,LOW
בוררות בהליכי חדלות פרעון,0,79,77.0,2,https://jus-tice.co.il/%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%AA%D7%99%D7%A7-%D7%97%D7%93%D7%9C%D7%95%D7%AA-%D7%A4%D7%99%D7%A8%D7%A2%D7%95%D7%9F-%D7%A9%D7%9C-%D7%97%D7%91%D7%A8%D7%AA-%D7%A1%D7%98%D7%95%D7%93%D7%99%D7%95-c/,0,16,https://jus-tice.co.il/insolvency/,0,,LOW
בית משפט לענייני משפחה תל אביב קבלת קהל,0,79,39.7,2,https://jus-tice.co.il/department-of-justice/,0,76,https://jus-tice.co.il/family-court/,0,,LOW
ברק אי טי,0,79,22.5,2,https://jus-tice.co.il/%D7%97%D7%A9%D7%99%D7%A4%D7%AA-%D7%A4%D7%A8%D7%98%D7%99-%D7%9E%D7%A9%D7%AA%D7%9E%D7%A9-%D7%A8%D7%9E%D7%99-%D7%9E%D7%95%D7%A8-%D7%A0%D7%92%D7%93-%D7%91%D7%A8%D7%A7-%D7%90%D7%99-%D7%98%D7%99-%D7%A1%D7%99/,0,61,https://jus-tice.co.il/%D7%AA%D7%91%D7%99%D7%A2%D7%AA-%D7%A9%D7%9B%D7%A8-%D7%98%D7%A8%D7%97%D7%94-%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9B%D7%A0%D7%92%D7%93-%D7%9C%D7%A7%D7%95%D7%97%D7%94/,0,,LOW
גירושין בהסכמה בין יהודים,0,79,89.6,6,https://jus-tice.co.il/%D7%91%D7%A2%D7%9C-%D7%9E%D7%91%D7%A7%D7%A9-%D7%9C%D7%94%D7%AA%D7%92%D7%A8%D7%A9-%D7%91%D7%94%D7%A1%D7%9B%D7%9E%D7%94-%D7%91%D7%94%D7%AA%D7%90%D7%9D-%D7%9C%D7%94%D7%95%D7%A8%D7%90%D7%95%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%99%D7%97%D7%A1%D7%99-%D7%9E%D7%9E%D7%95%D7%9F/,0,9,https://jus-tice.co.il/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%A2%D7%93%D7%9B%D7%A0%D7%99-%D7%9C%D7%92%D7%99%D7%A8%D7%95%D7%A9%D7%99%D7%9F/,0,https://jus-tice.co.il/divorce-everything-you-need-to-know/,LOW
דירה להשכרה ביוון,0,79,63.1,3,https://jus-tice.co.il/buying-property-in-greece/,0,3,https://jus-tice.co.il/greece-price-list/,0,https://jus-tice.co.il/investing-in-greece-real-estate/,LOW
דרישות לקבלת משכנתא בקפריסין,0,79,62.3,6,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,3,https://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/,0,https://jus-tice.co.il/articles/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%9E%D7%A7%D7%99%D7%A3-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%A8%D7%90%D7%A9%D7%95%D7%A0%D7%94/,LOW
דרכון רומני בוקרשט,0,79,30.9,2,https://jus-tice.co.il/romania-lawyers/,0,55,https://jus-tice.co.il/romanian-passport/,0,,LOW
האם משמורת משותפת מבטלת מזונות,0,79,72.6,3,https://jus-tice.co.il/%D7%94%D7%A1%D7%9E%D7%9B%D7%95%D7%AA-%D7%9C%D7%A4%D7%A1%D7%95%D7%A7-%D7%91%D7%A2%D7%A0%D7%99%D7%99%D7%9F-%D7%94%D7%A8%D7%9B%D7%95%D7%A9-%D7%9C%D7%9E%D7%A8%D7%95%D7%AA-%D7%94%D7%A1%D7%9B%D7%9D-%D7%9E%D7%9E%D7%95%D7%9F-%D7%A9%D7%90%D7%95%D7%A9%D7%A8-%D7%91%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A9%D7%A4%D7%98/,0,1,https://jus-tice.co.il/%D7%9E%D7%96%D7%95%D7%A0%D7%95%D7%AA-%D7%A9%D7%91%D7%94%D7%A1%D7%9B%D7%9D-%D7%95%D7%94%D7%A2%D7%99%D7%9C%D7%95%D7%AA-%D7%9C%D7%91%D7%99%D7%98%D7%95%D7%9C%D7%9F-%D7%90%D7%95-%D7%A9%D7%99%D7%A0%D7%95%D7%99%D7%99%D7%9F-%D7%9E%D7%9B%D7%95%D7%97-%D7%A9%D7%99%D7%A0%D7%95%D7%99-%D7%A0%D7%A1%D7%99%D7%91%D7%95%D7%AA/,0,https://jus-tice.co.il/joint-custody-shared-parenting/,LOW
"השקעה בנדל""ן דירות בברלין",0,79,55.1,5,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,36,https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,0,https://jus-tice.co.il/articles/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A2%D7%95/,LOW
השקעת נדלן בישראל,0,79,67.0,4,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,28,https://jus-tice.co.il/%D7%94%D7%A9%D7%A7%D7%A2%D7%95%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A0%D7%99%D7%95-%D7%99%D7%95%D7%A8%D7%A7-%D7%9E%D7%91%D7%98-%D7%9E%D7%95%D7%A8%D7%97%D7%91-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2%D7%99%D7%9D-%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99%D7%9D/,0,https://jus-tice.co.il/articles/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-2025-%D7%9B%D7%9C-%D7%9E%D7%94-%D7%A9%D7%A6%D7%A8%D7%99%D7%9A-%D7%9C%D7%93%D7%A2%D7%AA/,LOW
זרע של הונאה,0,79,23.8,2,https://jus-tice.co.il/paternity-fraud/,0,71,https://jus-tice.co.il/psakdin/%D7%A6%D7%95-%D7%94%D7%95%D7%A8%D7%95%D7%AA-%D7%9E%D7%9B%D7%95%D7%97-%D7%96%D7%99%D7%A7%D7%94-%D7%9C%D7%96%D7%99%D7%A7%D7%94-%D7%9C%D7%90%D7%96%D7%A8%D7%97%D7%99%D7%AA-%D7%96%D7%A8%D7%94/,0,,LOW
חברות עורכי דין,0,79,36.0,3,https://jus-tice.co.il/ai-lawyer-ranking/,0,17,https://jus-tice.co.il/types-of-lawyers-small-business/,0,https://jus-tice.co.il/what-is-a-law-firm/,LOW
חוזה מכר דירה מקבלן דוגמא,0,79,45.5,3,https://jus-tice.co.il/%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A8%D7%99%D7%A9%D7%95%D7%9D-%D7%9E%D7%9B%D7%A8/,0,74,https://jus-tice.co.il/%D7%93%D7%95%D7%92%D7%9E%D7%90-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%A4%D7%99%D7%A0%D7%95%D7%99-%D7%91%D7%99%D7%A0%D7%95%D7%99/,0,https://jus-tice.co.il/real-estate-usa/,LOW
חופשי שנתי סטודנט 2023 מחיר,0,79,52.3,3,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,5,https://jus-tice.co.il/drug-offenses-criminal-lawyer/,0,https://jus-tice.co.il/what-is-bitcoin-and-how-does-it-work,LOW
חתימה נוטריוני,0,79,47.2,2,https://jus-tice.co.il/%D7%97%D7%AA%D7%99%D7%9E%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A0%D7%95%D7%98%D7%A8%D7%99%D7%95%D7%9F/,0,78,https://jus-tice.co.il/israel-notary-public/,0,,LOW
יתרונות לקיחת משכנתא בקפריסין,0,79,56.5,4,https://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/,0,36,https://jus-tice.co.il/avoiding-mistakes-when-buying-property-in-cyprus/,0,https://jus-tice.co.il/balloon-payment-mortgage/,LOW
כיצד קובע בית המשפט את העונש בתיקי תאונות דרכים,0,79,66.0,3,https://jus-tice.co.il/%D7%A4%D7%99%D7%A6%D7%95%D7%99-%D7%92%D7%91%D7%95%D7%94%D7%94-%D7%AA%D7%90%D7%95%D7%A0%D7%AA-%D7%93%D7%A8%D7%9B%D7%99%D7%9D-%D7%97%D7%91%D7%A8%D7%AA-%D7%91%D7%99%D7%98%D7%95%D7%97/,0,10,https://jus-tice.co.il/psakdin/%D7%A2%D7%95%D7%A0%D7%A9-%D7%9E%D7%95%D7%A8%D7%A9%D7%A2-%D7%91%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A9%D7%9C-%D7%92%D7%A8%D7%9D-%D7%9E%D7%95%D7%95%D7%AA-%D7%91%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA/,0,https://jus-tice.co.il/punishment-for-offenses-of-causing-death-in-road-accidents/,LOW
"מדריך להשקעות נדל""ן",0,79,71.6,3,https://jus-tice.co.il/%D7%94%D7%9E%D7%93%D7%A8%D7%99%D7%9A-%D7%94%D7%9E%D7%9C%D7%90-%D7%9C%D7%A7%D7%A0%D7%99%D7%99%D7%94-%D7%94%D7%A9%D7%9B%D7%A8%D7%94-%D7%95-airbnb-%D7%91%D7%97%D7%95%D7%9C/,0,34,https://jus-tice.co.il/articles/%D7%A8%D7%9B%D7%99%D7%A9%D7%AA-%D7%A0%D7%93%D7%9C%D7%9F-2025-%D7%9B%D7%9C-%D7%9E%D7%94-%D7%A9%D7%A6%D7%A8%D7%99%D7%9A-%D7%9C%D7%93%D7%A2%D7%AA/,0,https://jus-tice.co.il/real-estate-investing/,LOW
מכללה לעורכי דין,0,79,55.2,5,https://jus-tice.co.il/admission-to-practice-law/,0,33,https://jus-tice.co.il/americas-best-law-schools/,0,https://jus-tice.co.il/legal-courses-for-lawyers/,LOW
מס הכנסה פלילי,0,79,63.4,3,https://jus-tice.co.il/decision6077-20/,0,20,https://jus-tice.co.il/tax-investigation-guide/,0,https://jus-tice.co.il/tax-offenses-criminal-lawyer/,LOW
משטרת ישראל הוצאת תעודת יושר,0,79,37.4,3,https://jus-tice.co.il/apply-for-police-criminal-information-certificates/,0,61,https://jus-tice.co.il/expungement-of-criminal-records/,0,https://jus-tice.co.il/israel-police/,LOW
משמורת וחזקת הגיל הרך,0,79,55.5,3,https://jus-tice.co.il/%D7%94%D7%97%D7%96%D7%A7%D7%AA-%D7%99%D7%9C%D7%93%D7%99%D7%9D-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%99%D7%9F-%D7%94%D7%A8%D7%91%D7%A0%D7%99/,0,26,https://jus-tice.co.il/tender-years-mother-custody-child-age-under-6/,0,https://jus-tice.co.il/what-is-child-custody/,LOW
"נוטריון פ""ת",0,79,51.8,5,https://jus-tice.co.il/%D7%A1%D7%9B%D7%A1%D7%95%D7%9A-%D7%91%D7%99%D7%9F-%D7%90%D7%9C%D7%9E%D7%A0%D7%94-%D7%95%D7%99%D7%9C%D7%93%D7%99%D7%94-%D7%95%D7%90%D7%9E%D7%95-%D7%A9%D7%9C-%D7%94%D7%A0%D7%A4%D7%98%D7%A8-%D7%94%D7%A0%D7%95%D7%92%D7%A2%D7%95%D7%AA-%D7%9C%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%A2%D7%9C-%D7%93%D7%99%D7%A8%D7%94-%D7%AA%D7%9E%D7%A9-7662-07-18/,0,1,https://jus-tice.co.il/%D7%A4%D7%A1%D7%93-%D7%9E%D7%A9%D7%9E%D7%95%D7%A8%D7%AA-%D7%9E%D7%A9%D7%95%D7%AA%D7%A4%D7%AA-%D7%94%D7%A8%D7%97%D7%91%D7%AA-%D7%94%D7%A1%D7%93%D7%A8%D7%99-%D7%A9%D7%94%D7%95%D7%AA-%D7%9C%D7%90%D7%91-1244887-2/,0,https://jus-tice.co.il/articles/%D7%91%D7%99%D7%98%D7%95%D7%9C-%D7%99%D7%99%D7%A4%D7%95%D7%99-%D7%9B%D7%95%D7%97-%D7%9E%D7%AA%D7%9E%D7%A9%D7%9A-%D7%94%D7%97%D7%9C%D7%98%D7%94-%D7%91%D7%91%D7%A7%D7%A9%D7%94-%D7%9C%D7%A0%D7%A7/,LOW
נוסח זכויות יוצרים,0,79,22.2,2,https://jus-tice.co.il/copyright/,0,2,https://jus-tice.co.il/psakdin/%D7%97%D7%95%D7%A7-%D7%96%D7%9B%D7%95%D7%AA-%D7%99%D7%95%D7%A6%D7%A8%D7%99%D7%9D-%D7%94%D7%AA%D7%A9%D7%A1%D7%97-2007/,0,,LOW
נכס להשקעה באתונה,0,79,60.1,3,https://jus-tice.co.il/buying-property-in-greece/,0,25,https://jus-tice.co.il/greece-price-list/,0,https://jus-tice.co.il/investing-in-greece-real-estate/,LOW
"עו""ד בתחום התרופות",0,79,84.7,6,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A1%D7%9E%D7%99%D7%9D-%D7%94%D7%9E%D7%9C%D7%A6%D7%95%D7%AA-%D7%A2%D7%95%D7%93-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%9C%D7%A2%D7%91%D7%99%D7%A8%D7%95%D7%AA-%D7%A1%D7%9E%D7%99%D7%9D/,0,24,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F-%D7%9E%D7%95%D7%91%D7%99%D7%9C%D7%99%D7%9D-%D7%91%D7%AA%D7%97%D7%95%D7%9D-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,https://jus-tice.co.il/greece-lawyers/,LOW
"עו""ד דיני משפחה תל אביב",0,79,29.7,3,https://jus-tice.co.il/,0,1,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/%D7%A2%D7%95%D7%A8%D7%9B%D7%AA-%D7%93%D7%99%D7%9F-%D7%9E%D7%90%D7%99%D7%94-%D7%A8%D7%95%D7%98%D7%A0%D7%91%D7%A8%D7%92/,LOW
"עו""ד פלילי בנתניה",0,79,64.1,7,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,3,https://jus-tice.co.il/%D7%A2%D7%95%D7%A0%D7%A9-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%A0%D7%90%D7%A9%D7%9D-%D7%91%D7%A8%D7%A6%D7%97-%D7%90%D7%99%D7%A9%D7%94-%D7%91%D7%A0%D7%AA%D7%A0%D7%99%D7%94-%D7%AA%D7%A4%D7%97-4710-11-18/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%94%D7%9B%D7%99-%D7%98%D7%95%D7%91-%D7%91%D7%90%D7%A8%D7%A5/,LOW
"עו""ד פלילי בראשון לציון",0,79,73.3,2,https://jus-tice.co.il/criminal-defense-attorney/,0,72,https://jus-tice.co.il/lawyer-near-me-criminal-law/,0,,LOW
"עו""ד פלילי מנוסה",0,79,30.7,6,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,64,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99-%D7%AA%D7%95%D7%AA%D7%97/,0,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9B%D7%99-%D7%93%D7%99%D7%9F/10-%D7%94%D7%98%D7%99%D7%A4%D7%99%D7%9D-%D7%94%D7%98%D7%95%D7%91%D7%99%D7%9D-%D7%91%D7%99%D7%95%D7%AA%D7%A8-%D7%9C%D7%A9%D7%9B%D7%99%D7%A8%D7%AA-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F/,LOW
עורך דין להוצאת רישיון נשק מחיר,0,79,42.7,2,https://jus-tice.co.il/%D7%9E%D7%97%D7%99%D7%A8%D7%95%D7%9F-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5-%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A4%D7%9C%D7%99%D7%9C%D7%99/,0,45,https://jus-tice.co.il/how-much-will-a-criminal-defense-lawyer-cost/,0,,LOW
עורך דין תעבורה שכרות,0,79,74.3,2,https://jus-tice.co.il/driving-under-the-influence/,0,41,https://jus-tice.co.il/traffic-lawyer/,0,,LOW
עלות הורות משותפת,0,79,77.8,2,https://jus-tice.co.il/family-law/,0,1,https://jus-tice.co.il/joint-custody-shared-parenting/,0,,LOW
רשלנות רפואית כתוצאה מהשראת לידה,0,79,65.5,2,https://jus-tice.co.il/%D7%A2%D7%95%D7%A8%D7%9A-%D7%93%D7%99%D7%9F-%D7%A8%D7%A9%D7%9C%D7%A0%D7%95%D7%AA-%D7%A8%D7%A4%D7%95%D7%90%D7%99%D7%AA-%D7%91%D7%9C%D7%99%D7%93%D7%94-%D7%9E%D7%95%D7%9E%D7%9C%D7%A5/,0,1,https://jus-tice.co.il/malpractice-cerebral-palsy/,0,,LOW
שכר טרחת עו ד ברכישת דירה,0,79,74.3,2,https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,78,https://jus-tice.co.il/real-estate-lawyer-cost-2025/,0,,LOW
שמאי מקרקעין שכר טרחה,0,79,71.8,2,https://jus-tice.co.il/real-estate-appraiser/,0,73,https://jus-tice.co.il/real-estate-lawyer-cost-2025/,0,,LOW
תהליך ניתוק תושבות בקפריסין,0,79,59.9,6,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,7,https://jus-tice.co.il/%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%AA-%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F-%D7%9E%D7%95%D7%9C-%D7%99%D7%95%D7%95%D7%9F/,0,https://jus-tice.co.il/%D7%A9%D7%95%D7%A7-%D7%94%D7%A0%D7%93%D7%9C%D7%9F-%D7%91%D7%A7%D7%A4%D7%A8%D7%99%D7%A1%D7%99%D7%9F/,LOW
תואר עריכת דין,0,79,63.4,3,https://jus-tice.co.il/admission-to-practice-law/,0,45,https://jus-tice.co.il/legal-education/,0,https://jus-tice.co.il/preparing-for-law-school/,LOW
תוספת בניה על גג,0,79,87.9,2,https://jus-tice.co.il/%D7%91%D7%A2%D7%9C%D7%95%D7%AA-%D7%A2%D7%9C-%D7%96%D7%9B%D7%95%D7%99%D7%95%D7%AA-%D7%91%D7%A0%D7%99%D7%99%D7%94-%D7%91%D7%92%D7%92%D7%95%D7%AA-%D7%94%D7%9C%D7%9B%D7%AA-%D7%91%D7%99%D7%AA-%D7%94%D7%93%D7%A8/,0,72,https://jus-tice.co.il/7808/21/,0,,LOW
תשלום לעורך דין מכירת דירה,0,79,65.5,4,https://jus-tice.co.il/how-much-does-a-lawyer-cost/,0,3,https://jus-tice.co.il/lawyer-for-buying-or-selling-a-house/,0,https://jus-tice.co.il/real-estate-attorney/,LOW
מרבד מה זה,1,78,5.7,2,https://jus-tice.co.il/medical-fitness-tests-for-driving-marvad-info/,1,77,https://jus-tice.co.il/standards-of-medical-fitness-to-drive/,0,,LOW
קניית דירה בתאילנד,1,78,7.0,2,https://jus-tice.co.il/thailand-real-estate/,1,61,https://jus-tice.co.il/thailand-land-purchase-and-ownership-law/,0,,LOW
איך להוציא אזרחות אירופאית,0,78,90.6,2,https://jus-tice.co.il/%D7%93%D7%A8%D7%9B%D7%95%D7%9F-%D7%99%D7%95%D7%95%D7%A0%D7%99-%D7%94%D7%92%D7%99%D7%A8%D7%94-%D7%A8%D7%99%D7%9C%D7%95%D7%A7%D7%99%D7%99%D7%A9%D7%9F-%D7%9E%D7%92%D7%95%D7%A8%D7%99%D7%9D-%D7%9E%D7%94-%D7%94%D7%93%D7%A8%D7%99%D7%A9%D7%95%D7%AA-%D7%95%D7%94%D7%A2%D7%9C%D7%95%D7%99%D7%95%D7%AA/,0,66,https://jus-tice.co.il/malta-citizenship-by-investment/,0,,LOW
ביקורת איכות בסין,0,78,54.9,2,https://jus-tice.co.il/china-business-legal-guide/,0,69,https://jus-tice.co.il/top-lawyers-for-israelis-china/,0,,LOW
דיור מוגן להשקעה באנגליה,0,78,31.2,5,https://jus-tice.co.il/%D7%90%D7%99%D7%A4%D7%94-%D7%94%D7%9B%D7%99-%D7%9E%D7%A9%D7%AA%D7%9C%D7%9D-%D7%9C%D7%9E%D7%A9%D7%A7%D7%99%D7%A2-%D7%94%D7%99%D7%A9%D7%A8%D7%90%D7%9C%D7%99-%D7%9C%D7%A7%D7%A0%D7%95%D7%AA-%D7%93%D7%99%D7%A8%D7%94-%D7%91%D7%A2%D7%95%D7%9C%D7%9D/,0,1,https://jus-tice.co.il/%D7%93%D7%95%D7%92%D7%9E%D7%90-%D7%9C%D7%94%D7%A1%D7%9B%D7%9D-%D7%A4%D7%99%D7%A0%D7%95%D7%99-%D7%91%D7%99%D7%A0%D7%95%D7%99/,0,https://jus-tice.co.il/articles/%D7%9E%D7%93%D7%A8%D7%99%D7%9A-2025-%D7%9E%D7%94-%D7%97%D7%A9%D7%95%D7%91-%D7%9C%D7%9B%D7%9C%D7%95%D7%9C-%D7%91%D7%97%D7%95%D7%96%D7%94-%D7%9E%D7%95%D7%9C-%D7%A7%D7%91%D7%9C%D7%9F-%D7%91%D7%A8%D7%9B/,LOW
החתמת לקוח תיווך,0,78,79.8,2,https://jus-tice.co.il/20847-10-23/,0,1,https://jus-tice.co.il/real-estate-agent/,0,,LOW
